data_hora,local,magnitude,profundidade_km,longitude,latitude,nivel
2024-08-26 05:08:44.183,"83 km S of Boca Chica, Panama",5.8,10.0,-82.2687,7.4653,leve
2024-08-26 04:11:37.277,"56 km W of Sines, Portugal",5.0,6.586,-9.5047,38.0222,leve
2024-08-26 00:17:04.216,"113 km WNW of Ternate, Indonesia",5.3,35.0,126.4084,1.0961,leve
2024-08-25 23:37:58.334,"92 km W of Pangai, Tonga",5.3,100.508,-175.2398,-19.8502,leve
2024-08-25 23:30:51.981,"65 km W of Pangai, Tonga",6.0,99.28,-174.9814,-19.7667,forte
2024-08-25 23:29:07.544,"75 km W of Pangai, Tonga",6.9,96.0,-175.0711,-19.8125,forte
2024-08-25 15:35:11.241,"93 km N of Lae, Papua New Guinea",5.0,115.119,147.1328,-5.8892,leve
2024-08-24 19:51:00.826,Fiji region,5.0,624.049,-179.0947,-20.7886,leve
2024-08-24 16:54:28.897,"81 km SSW of Bengkulu, Indonesia",5.0,11.915,102.0653,-4.5066,leve
2024-08-23 05:06:51.283,"165 km ESE of Petropavlovsk-Kamchatsky, Russia",5.3,30.242,161.0424,52.7945,leve
2024-08-23 04:48:56.939,south of Africa,5.4,10.0,21.0439,-52.9221,leve
2024-08-23 04:45:17.719,south of Africa,5.5,10.0,21.0651,-53.0211,leve
2024-08-22 18:42:27.392,"98 km N of Manatutu, Timor Leste",5.1,10.0,125.8773,-7.6284,leve
2024-08-22 18:32:08.773,"62 km NNW of Rabaul, Papua New Guinea",5.1,10.0,151.9429,-3.6804,leve
2024-08-22 11:17:10.439,Banda Sea,5.1,99.201,129.6463,-6.991,leve
2024-08-21 23:38:00.857,"124 km SE of Kuqa, China",5.1,10.0,83.9936,40.929,leve
2024-08-21 23:30:34.769,"102 km ESE of Petropavlovsk-Kamchatsky, Russia",5.5,30.0,160.1271,52.8825,leve
2024-08-21 08:06:53.401,south of the Fiji Islands,5.1,578.918,-179.4459,-22.2008,leve
2024-08-21 06:55:18.368,"29 km W of La Quiaca, Argentina",5.5,258.194,-65.8771,-22.1451,leve
2024-08-21 06:09:54.346,southern Mid-Atlantic Ridge,5.0,10.0,-14.5847,-16.5713,leve
2024-08-20 15:10:14.939,"114 km SSE of Kirakira, Solomon Islands",5.0,10.0,162.4637,-11.3383,leve
2024-08-20 08:24:22.218,"72 km NE of Shikotan, Russia",5.1,91.552,147.4677,44.172,leve
2024-08-20 01:15:55.090,"8 km SW of Bāramūla, India",5.1,14.076,74.2677,34.1613,leve
2024-08-19 19:42:22.565,"71 km E of Barcelona, Philippines",5.0,10.0,127.0848,8.1799,leve
2024-08-19 03:39:01.072,"21 km NNW of Bugko, Philippines",5.7,48.0,124.7335,12.7182,leve
2024-08-18 23:32:00.342,"51 km WNW of Arauco, Chile",5.2,11.885,-73.8602,-37.0845,leve
2024-08-18 05:33:42.571,southeast of Easter Island,5.0,10.0,-89.5121,-41.2479,leve
2024-08-17 22:27:08.408,"106 km ESE of Petropavlovsk-Kamchatsky, Russia",5.2,35.0,160.1796,52.8622,leve
2024-08-17 21:31:34.819,south of the Fiji Islands,5.0,560.982,179.3313,-23.1057,leve
2024-08-17 20:52:49.570,"235 km NNE of Lospalos, Timor Leste",5.0,337.956,128.0377,-6.6591,leve
2024-08-17 19:40:01.999,"93 km E of Petropavlovsk-Kamchatsky, Russia",5.1,57.075,160.0188,53.0144,leve
2024-08-17 19:21:39.065,"105 km ESE of Petropavlovsk-Kamchatsky, Russia",5.0,35.0,160.1627,52.8657,leve
2024-08-17 19:10:26.820,"102 km E of Petropavlovsk-Kamchatsky, Russia",7.0,29.0,160.1331,52.9308,forte
2024-08-17 11:36:29.693,Fiji region,5.3,619.6,-179.1893,-20.9512,leve
2024-08-17 06:32:09.569,"Izu Islands, Japan region",5.2,10.0,142.3781,32.4687,leve
2024-08-17 03:29:16.209,"118 km SW of Houma, Tonga",5.5,122.641,-176.201,-21.8305,leve
2024-08-17 02:00:54.987,"44 km NNW of Yelizovo, Russia",5.2,173.13,158.1563,53.5699,leve
2024-08-16 19:27:29.695,South Sandwich Islands region,5.0,33.174,-25.7452,-56.4324,leve
2024-08-15 23:35:53.943,"30 km SSE of Hualien City, Taiwan",6.1,14.0,121.7669,23.7491,forte
2024-08-15 13:13:13.947,"32 km SSE of Lae, Papua New Guinea",5.2,10.0,147.0933,-6.9993,leve
2024-08-15 12:13:06.691,"110 km S of Kokopo, Papua New Guinea",5.1,35.0,152.1423,-5.3315,leve
2024-08-15 09:06:45.671,"46 km SSE of Yilan, Taiwan",5.4,11.548,121.9259,24.3711,leve
2024-08-14 17:55:39.603,"88 km SW of Pelabuhanratu, Indonesia",5.0,19.222,106.0795,-7.6359,leve
2024-08-14 16:46:40.633,"223 km SSW of Kawalu, Indonesia",5.0,8.526,107.7159,-9.3438,leve
2024-08-14 09:15:07.892,"160 km W of Labuan, Indonesia",5.0,39.785,104.3954,-6.5957,leve
2024-08-14 02:55:28.061,"51 km S of San Juan, Peru",5.2,10.0,-75.0972,-15.8292,leve
2024-08-13 11:48:29.491,"148 km W of Panguna, Papua New Guinea",5.1,10.0,154.1544,-6.4588,leve
2024-08-12 20:55:59.916,"12 km NNW of As Salamīyah, Syria",5.2,7.282,37.0152,35.1208,leve
2024-08-12 11:36:13.742,"181 km WNW of Tobelo, Indonesia",5.0,54.11,126.52,2.3936,leve
2024-08-10 14:34:02.126,southeast of the Loyalty Islands,5.0,10.0,170.5953,-23.0389,leve
2024-08-10 07:59:50.652,Macquarie Island region,5.0,10.0,158.402,-58.8196,leve
2024-08-10 03:28:32.681,"151 km E of Dolinsk, Russia",6.5,402.166,144.7915,47.223,forte
2024-08-09 16:40:37.470,"56 km S of Ruteng, Indonesia",5.1,75.465,120.5383,-9.1202,leve
2024-08-09 12:23:01.921,"Kermadec Islands, New Zealand",5.9,32.0,-177.6027,-30.3896,leve
2024-08-09 11:10:45.667,Fiji region,5.6,586.845,-179.3848,-21.6492,leve
2024-08-09 10:57:39.340,"1 km N of Isehara, Japan",5.0,30.275,139.3122,35.4116,leve
2024-08-09 05:42:17.731,"Kermadec Islands, New Zealand",5.0,27.074,-177.7306,-30.3918,leve
2024-08-08 19:23:31.596,"15 km SW of Miyazaki, Japan",5.3,18.196,131.3023,31.8192,leve
2024-08-08 14:17:19.966,South Sandwich Islands region,5.0,84.087,-26.278,-59.5587,leve
2024-08-08 12:49:16.076,"51 km W of Otobe, Japan",5.2,193.573,139.5219,42.0164,leve
2024-08-08 07:42:55.206,"2024 Hyuganada Sea, Japan Earthquake",7.1,24.0,131.5021,31.7599,forte
2024-08-08 04:03:51.369,"252 km WNW of Houma, Tonga",5.0,462.002,-177.6044,-20.4552,leve
2024-08-08 01:31:52.161,"65 km WSW of Atocha, Bolivia",5.1,199.963,-66.7842,-21.2007,leve
2024-08-07 12:38:22.754,"47 km SW of Masachapa, Nicaragua",5.1,49.425,-86.8604,11.5337,leve
2024-08-07 08:23:52.156,"41 km S of Moíres, Greece",5.0,10.0,24.897,34.6784,leve
2024-08-07 04:09:56.760,"24 km SW of Lamont, CA",5.22,11.6,-119.097,35.109,leve
2024-08-06 21:22:49.954,south of the Fiji Islands,5.6,209.0,-177.6541,-24.3743,leve
2024-08-06 08:59:33.622,"25 km SE of Port-Olry, Vanuatu",5.4,116.544,167.2572,-15.1845,leve
2024-08-06 07:18:39.017,"23 km S of Acajutla, El Salvador",5.0,59.381,-89.8134,13.3852,leve
2024-08-06 05:39:25.804,"62 km E of Kinablangan, Philippines",5.2,36.61,127.1076,7.756,leve
2024-08-05 19:02:59.080,"17 km NW of Emiliano Zapata, Mexico",5.4,140.0,-93.9356,16.8275,leve
2024-08-05 12:44:01.989,"238 km WSW of Bandar Lampung, Indonesia",5.0,22.641,103.4144,-6.5383,leve
2024-08-05 02:29:45.574,South Sandwich Islands region,5.4,111.784,-27.8604,-56.1433,leve
2024-08-04 18:55:40.117,Carlsberg Ridge,5.0,10.0,63.3234,3.89,leve
2024-08-04 05:43:04.371,central Mid-Atlantic Ridge,5.5,10.0,-18.3132,-0.1588,leve
2024-08-03 05:18:34.388,Kermadec Islands region,5.0,44.319,-176.9286,-27.8521,leve
2024-08-03 04:20:26.565,"44 km E of Barcelona, Philippines",6.3,15.0,126.8354,8.2038,forte
2024-08-03 01:38:21.598,"32 km E of Santa Maria, Philippines",5.3,83.676,126.7417,8.0161,leve
2024-08-03 01:37:19.320,"39 km ENE of Santa Maria, Philippines",5.2,53.839,126.7996,8.0629,leve
2024-08-02 22:36:20.415,"50 km NE of Kinablangan, Philippines",5.0,45.789,126.906,7.9719,leve
2024-08-02 22:31:15.069,"31 km E of Barcelona, Philippines",5.3,76.98,126.7173,8.1185,leve
2024-08-02 22:23:02.111,"20 km E of Barcelona, Philippines",6.8,32.0,126.6161,8.1851,forte
2024-08-02 20:28:00.988,"194 km ESE of Yigo Village, Guam",5.1,10.0,146.4126,12.6019,leve
2024-08-02 19:07:47.499,"53 km WSW of Gizo, Solomon Islands",5.0,10.0,156.3799,-8.2589,leve
2024-08-02 06:56:10.303,southeast Indian Ridge,5.3,10.0,88.0938,-41.5136,leve
2024-08-02 06:37:07.777,"161 km WNW of Houma, Tonga",5.0,223.577,-176.8203,-20.8795,leve
2024-08-01 19:43:20.688,"2 km S of Bocchigliero, Italy",5.1,29.993,16.7478,39.3949,leve
2024-08-01 14:35:12.588,West Chile Rise,5.0,10.0,-96.6394,-36.9181,leve
2024-08-01 10:03:14.236,"146 km SSE of Sand Point, Alaska",5.6,15.33,-159.6959,54.1057,leve
2024-08-01 00:09:23.851,south of Panama,5.0,10.0,-82.6236,4.9846,leve
2024-07-31 15:18:03.258,"80 km ENE of Levuka, Fiji",5.7,606.211,179.9548,-17.6696,leve
2024-07-31 14:54:14.242,south of the Kermadec Islands,5.1,24.34,-179.2513,-33.7362,leve
2024-07-31 04:58:50.416,South Sandwich Islands region,5.3,35.0,-29.0877,-55.2698,leve
2024-07-31 04:11:36.841,central East Pacific Rise,5.1,10.0,-109.7407,-9.1486,leve
2024-07-30 17:45:05.874,eastern Greenland,5.1,10.0,-19.5989,78.3248,leve
2024-07-29 20:49:00.350,southeast of the Loyalty Islands,5.2,21.434,170.8606,-22.3683,leve
2024-07-29 16:25:31.492,"1 km ENE of Saito, Japan",5.2,66.144,131.4191,32.0876,leve
2024-07-29 13:07:11.966,"73 km SSE of Pangai, Tonga",6.0,9.0,-173.9806,-20.3812,forte
2024-07-29 12:11:12.769,"242 km ENE of Levuka, Fiji",5.7,581.0,-178.4551,-17.5624,leve
2024-07-28 22:43:53.155,"Kermadec Islands, New Zealand",5.0,10.0,-177.2897,-30.11,leve
2024-07-28 22:13:08.435,South Indian Ocean,5.4,10.0,52.2545,-37.1279,leve
2024-07-28 14:19:44.090,"129 km ESE of Saipan, Northern Mariana Islands",5.1,10.0,146.8865,14.806,leve
2024-07-28 11:20:32.794,Banda Sea,5.2,146.713,130.0296,-6.2708,leve
2024-07-28 10:13:22.968,"147 km E of Yamada, Japan",5.3,10.0,143.6639,39.5239,leve
2024-07-28 04:35:12.576,"53 km NNE of Kon Tum, Vietnam",5.1,8.078,108.2285,14.7842,leve
2024-07-27 13:59:00.474,South Georgia Island region,5.2,10.0,-32.4742,-55.0025,leve
2024-07-27 10:30:16.152,"4 km NE of Platanillo, Mexico",5.3,34.66,-99.8798,17.0905,leve
2024-07-26 14:28:29.143,"17 km NNE of Hermleigh, Texas",5.1,3.2959,-100.659,32.766,leve
2024-07-26 10:05:26.761,"77 km ENE of ‘Ohonua, Tonga",5.0,20.571,-174.327,-20.9593,leve
2024-07-25 20:32:17.453,"225 km NE of Lospalos, Timor Leste",5.5,144.012,128.681,-7.3691,leve
2024-07-25 17:11:38.119,"238 km S of Pagar Alam, Indonesia",5.3,10.0,102.8461,-6.1464,leve
2024-07-25 15:05:20.625,South Sandwich Islands region,5.6,10.0,-25.3696,-60.7956,leve
2024-07-25 06:21:52.873,"Kermadec Islands, New Zealand",5.7,10.0,-177.0884,-29.9482,leve
2024-07-24 12:42:51.663,Banda Sea,5.1,153.351,130.0446,-6.5121,leve
2024-07-24 08:09:01.727,"17 km NE of Kupang, Indonesia",5.2,35.0,123.7239,-10.0576,leve
2024-07-24 00:22:08.822,"164 km WSW of Abepura, Indonesia",5.2,45.484,139.2043,-2.9716,leve
2024-07-23 23:55:02.968,"31 km SSW of Liupanshui, China",5.2,10.0,104.7659,26.3142,leve
2024-07-22 20:17:54.414,"11 km ESE of Puerto Armuelles, Panama",5.6,7.0,-82.7686,8.2256,leve
2024-07-22 19:19:35.070,"8 km SE of Puerto Armuelles, Panama",5.7,7.0,-82.8075,8.22,leve
2024-07-22 14:47:16.975,"177 km W of Tual, Indonesia",5.0,63.93,131.1812,-5.3334,leve
2024-07-22 14:38:19.074,"99 km ENE of Norsup, Vanuatu",5.0,10.678,168.1951,-15.5975,leve
2024-07-22 10:14:47.558,southeast of the Loyalty Islands,5.0,73.558,171.286,-22.5381,leve
2024-07-22 06:53:57.724,South Sandwich Islands region,5.2,56.531,-27.2919,-56.0256,leve
2024-07-22 06:08:20.972,"88 km NE of Norsup, Vanuatu",5.0,10.0,168.0193,-15.543,leve
2024-07-22 05:04:27.743,"99 km NE of Norsup, Vanuatu",6.1,4.0,168.1241,-15.5073,forte
2024-07-22 05:04:12.131,"103 km NE of Norsup, Vanuatu",5.2,10.0,168.1476,-15.473,leve
2024-07-22 00:09:33.423,"47 km NE of Isangel, Vanuatu",5.5,242.0,169.5925,-19.2322,leve
2024-07-21 18:36:52.746,off the south coast of Australia,5.1,10.0,121.1451,-39.7533,leve
2024-07-21 10:29:35.614,Pacific-Antarctic Ridge,5.2,10.0,-141.7636,-56.6031,leve
2024-07-21 04:27:27.767,"69 km S of Nemuro, Japan",5.3,19.458,145.5767,42.7004,leve
2024-07-21 04:01:26.930,"56 km SW of Palaióchora, Greece",5.3,10.0,23.2416,34.8732,leve
2024-07-21 02:53:48.910,"6 km E of Jalapa, Guatemala",6.2,272.0,-89.9316,14.6445,forte
2024-07-20 12:05:04.828,"155 km WSW of Teluk Dalam, Indonesia",5.1,10.0,96.4867,0.1,leve
2024-07-20 01:01:44.986,South Sandwich Islands region,5.3,55.938,-27.0578,-55.8686,leve
2024-07-20 00:34:12.003,"251 km E of Tadine, New Caledonia",5.0,73.552,170.2985,-21.7463,leve
2024-07-19 14:36:14.348,"31 km WSW of Tobelo, Indonesia",5.1,8.149,127.7664,1.5763,leve
2024-07-19 14:31:30.055,"35 km SW of Tobelo, Indonesia",5.0,10.0,127.7706,1.5195,leve
2024-07-19 13:36:03.499,"128 km SE of Bitung, Indonesia",5.0,21.222,126.0494,0.7348,leve
2024-07-19 03:13:47.417,"168 km SW of Nikolski, Alaska",6.0,40.972,-170.9116,52.0859,forte
2024-07-19 02:15:52.296,"42 km SE of San Pedro de Atacama, Chile",5.0,131.199,-67.9065,-23.1775,leve
2024-07-19 01:50:48.571,"41 km ESE of San Pedro de Atacama, Chile",7.4,127.291,-67.8404,-23.0791,forte
2024-07-18 15:01:23.345,"202 km SW of Bengkulu, Indonesia",5.3,10.0,101.0511,-5.1622,leve
2024-07-18 11:07:34.561,"161 km SSE of Tateyama, Japan",5.6,91.0,140.3234,33.578,leve
2024-07-18 05:39:55.732,"43 km ESE of Marihatag, Philippines",5.1,50.368,126.6749,8.6935,leve
2024-07-16 23:39:33.444,"113 km ESE of Bitung, Indonesia",5.3,48.375,126.1216,1.2023,leve
2024-07-16 12:29:44.602,"53 km NNE of Isangel, Vanuatu",5.1,272.406,169.5487,-19.1339,leve
2024-07-16 06:36:43.386,"Izu Islands, Japan region",5.2,10.0,142.4657,29.2907,leve
2024-07-15 18:21:59.681,"154 km ESE of Hihifo, Tonga",5.3,10.0,-172.4405,-16.4274,leve
2024-07-15 17:40:18.678,"144 km ESE of Hihifo, Tonga",5.7,9.0,-172.5116,-16.3707,leve
2024-07-15 08:15:50.150,"28 km NE of Ambunti, Papua New Guinea",5.2,48.526,142.9594,-4.0072,leve
2024-07-15 04:59:32.434,"137 km NNE of Hihifo, Tonga",5.0,10.0,-173.3652,-14.7824,leve
2024-07-14 21:33:18.571,"57 km N of Kohlu, Pakistan",5.0,10.0,69.3062,30.4091,leve
2024-07-14 18:59:50.856,southeast Indian Ridge,5.2,10.0,106.8066,-48.7017,leve
2024-07-13 21:48:44.211,"29 km ESE of Pangoa, Peru",5.1,10.0,-72.7509,-12.2114,leve
2024-07-13 21:34:00.227,"17 km ENE of Limones, Panama",5.4,10.0,-82.7179,8.1564,leve
2024-07-13 17:51:08.445,Kermadec Islands region,5.6,29.339,-176.6464,-27.7665,leve
2024-07-12 23:18:47.583,"126 km SSE of Itoman, Japan",5.3,10.0,128.1823,25.0886,leve
2024-07-12 19:18:12.656,"102 km WNW of Rabaul, Papua New Guinea",5.2,10.0,151.3518,-3.7498,leve
2024-07-12 18:19:05.478,"67 km E of Tarata, Peru",5.6,176.0,-69.4062,-17.375,leve
2024-07-12 17:12:49.025,"96 km WNW of Rabaul, Papua New Guinea",5.5,11.332,151.3842,-3.8172,leve
2024-07-12 10:34:00.855,"131 km WNW of Ternate, Indonesia",5.0,10.0,126.3177,1.2947,leve
2024-07-12 09:30:31.763,"24 km SW of Acarí, Peru",5.8,23.0,-74.8003,-15.5516,leve
2024-07-12 04:53:52.579,"Komandorskiye Ostrova, Russia region",5.1,10.0,167.9407,54.788,leve
2024-07-12 03:55:54.435,"112 km NNE of Hihifo, Tonga",5.0,10.0,-173.3111,-15.052,leve
2024-07-12 01:51:08.707,"274 km NE of Hadibu, Yemen",5.0,10.0,55.7452,14.4708,leve
2024-07-12 00:19:41.661,central East Pacific Rise,5.8,10.0,-104.8692,-4.6345,leve
2024-07-11 16:17:21.077,"190 km W of Tofino, Canada",5.2,10.0,-128.4827,48.8878,leve
2024-07-11 15:08:47.169,"209 km WSW of Tofino, Canada",6.4,10.0,-128.7103,48.7877,forte
2024-07-11 09:27:34.446,"118 km SSW of Merizo Village, Guam",5.4,10.0,144.1514,12.3205,leve
2024-07-11 02:13:18.585,"106 km WSW of Sangay, Philippines",7.1,639.503,123.1503,6.0838,forte
2024-07-10 23:52:00.671,South Sandwich Islands region,5.0,10.0,-26.602,-60.3266,leve
2024-07-10 20:02:13.921,southern Mid-Atlantic Ridge,5.0,10.0,-10.5808,-46.9658,leve
2024-07-10 19:48:57.513,southern Mid-Atlantic Ridge,5.1,10.0,-10.6457,-46.8982,leve
2024-07-10 15:32:42.674,"224 km SW of Bengkulu, Indonesia",5.4,9.0,101.0211,-5.4067,leve
2024-07-10 04:55:41.780,south of Africa,6.6,4.0,25.3481,-53.3092,forte
2024-07-09 22:20:45.830,"256 km SW of Longyearbyen, Svalbard and Jan Mayen",5.0,10.0,7.5307,76.7414,leve
2024-07-09 15:28:32.363,"68 km SSE of Pangai, Tonga",5.2,15.477,-174.225,-20.4243,leve
2024-07-09 04:08:39.881,southern Mid-Atlantic Ridge,5.0,10.0,-13.3948,-27.6559,leve
2024-07-08 19:33:26.122,"59 km WSW of Atiquipa, Peru",5.4,13.49,-74.8947,-15.9583,leve
2024-07-08 15:06:44.416,"231 km WSW of Tofino, Canada",5.2,10.0,-128.9811,48.671,leve
2024-07-08 14:03:32.102,"56 km WSW of Atiquipa, Peru",5.3,22.523,-74.8667,-15.9505,leve
2024-07-08 09:54:53.671,"2 km SSW of Sioguí Abajo, Panama",5.3,26.677,-82.676,8.4598,leve
2024-07-07 20:15:49.810,"71 km SSW of Ust’-Kamchatsk Staryy, Russia",5.5,74.037,162.0058,55.6433,leve
2024-07-07 20:01:12.295,"Bonin Islands, Japan region",6.2,546.0,138.8289,26.8957,forte
2024-07-07 11:55:34.116,"75 km SSW of Ust’-Kamchatsk Staryy, Russia",5.5,53.0,162.1534,55.5772,leve
2024-07-06 17:25:59.084,"50 km ENE of Baganga, Philippines",5.0,53.37,127.0054,7.6717,leve
2024-07-06 16:01:05.110,"3 km S of Lope de Vega, Philippines",5.0,74.344,124.6255,12.2671,leve
2024-07-06 10:29:30.724,"70 km N of Namuac, Philippines",5.5,15.0,121.2112,19.2455,leve
2024-07-05 18:14:03.423,"10 km WNW of Nayoro, Japan",5.1,232.352,142.3255,44.37,leve
2024-07-05 16:34:05.013,"239 km WSW of Tofino, Canada",5.3,10.0,-129.0625,48.5948,leve
2024-07-04 16:15:08.888,"233 km WSW of Tofino, Canada",5.7,10.0,-129.0074,48.6536,leve
2024-07-04 03:12:30.294,"6 km S of Katsuura, Japan",5.1,47.606,140.3095,35.0839,leve
2024-07-04 00:17:29.621,Revilla Gigedo Islands region,5.2,10.0,-109.382,19.6475,leve
2024-07-03 23:28:01.926,south of the Fiji Islands,5.1,10.0,-176.0779,-25.421,leve
2024-07-03 23:20:52.972,south of the Kermadec Islands,5.2,10.0,-178.5225,-34.3912,leve
2024-07-03 18:20:35.295,"45 km W of San Pedro de Atacama, Chile",5.3,99.415,-68.6403,-22.9612,leve
2024-07-03 11:44:27.126,"77 km NNE of Loreto, Mexico",5.3,10.0,-111.0789,26.6717,leve
2024-07-03 07:17:28.128,southern Mid-Atlantic Ridge,5.2,10.0,-2.4248,-53.9988,leve
2024-07-03 02:20:22.721,North Pacific Ocean,5.0,10.0,156.5177,44.0682,leve
2024-07-02 15:32:47.223,"9 km NE of Santa Monica, Philippines",5.0,63.604,126.1126,10.0697,leve
2024-07-01 22:44:54.079,"Bonin Islands, Japan region",5.3,479.19,140.3011,26.9177,leve
2024-07-01 10:16:22.555,"194 km SE of Kokopo, Papua New Guinea",5.0,29.884,153.5664,-5.5259,leve
2024-07-01 05:12:05.901,"145 km ESE of Saipan, Northern Mariana Islands",5.0,27.113,147.0697,14.9166,leve
2024-07-01 02:38:04.161,Balleny Islands region,5.1,10.0,165.4224,-62.6261,leve
2024-06-30 18:23:20.345,"Pagan region, Northern Mariana Islands",5.2,592.508,144.9393,18.9993,leve
2024-06-30 16:06:29.333,"236 km SSW of Singaparna, Indonesia",5.2,20.277,107.4144,-9.3734,leve
2024-06-29 16:38:46.516,Bouvet Island region,5.6,10.0,7.2302,-54.0633,leve
2024-06-29 11:10:33.068,"66 km W of Atka, Alaska",5.0,101.38,-175.1645,52.264,leve
2024-06-29 07:22:47.284,"30 km SW of Atiquipa, Peru",5.4,21.807,-74.5613,-15.9911,leve
2024-06-29 07:05:32.855,"34 km SW of Atiquipa, Peru",6.1,18.0,-74.556,-16.0485,forte
2024-06-29 06:49:41.906,"53 km SSE of Shikotan, Russia",5.0,42.384,147.0237,43.3709,leve
2024-06-28 17:16:45.100,"198 km SSE of Port Blair, India",5.0,10.0,93.6765,10.1256,leve
2024-06-28 13:00:39.570,"67 km NNW of Houma, Tonga",5.7,10.0,-175.6315,-20.649,leve
2024-06-28 06:36:07.876,Kermadec Islands region,5.0,10.0,-176.3126,-30.0108,leve
2024-06-28 05:36:36.902,"10 km WSW of Atiquipa, Peru",7.2,24.0,-74.454,-15.8277,forte
2024-06-27 16:37:51.299,south of the Kermadec Islands,5.9,29.0,-179.2724,-33.4081,leve
2024-06-27 15:02:23.124,Mauritius - Reunion region,5.3,10.0,66.8541,-19.6149,leve
2024-06-27 10:42:04.794,"32 km SW of Kandrian, Papua New Guinea",5.0,43.976,149.3223,-6.3887,leve
2024-06-26 12:57:51.496,"87 km NW of Sola, Vanuatu",5.1,199.001,167.0887,-13.2293,leve
2024-06-26 01:24:13.616,"Nicobar Islands, India region",5.6,10.0,90.4103,8.0633,leve
2024-06-25 08:30:59.769,"206 km SSE of Katsuura, Japan",5.4,34.723,141.3336,33.4839,leve
2024-06-25 08:20:46.175,Falkland Islands region,5.1,10.0,-56.9563,-54.3163,leve
2024-06-25 06:45:33.597,"126 km ENE of ‘Ohonua, Tonga",5.1,10.0,-173.8392,-20.8857,leve
2024-06-25 04:31:38.690,Pacific-Antarctic Ridge,5.0,10.0,-165.7773,-63.7848,leve
2024-06-24 13:36:07.055,Fiji region,5.1,591.039,-179.5302,-21.961,leve
2024-06-24 09:55:00.563,"Kepulauan Babar, Indonesia",5.4,87.686,129.9588,-7.0643,leve
2024-06-24 08:03:37.383,"49 km NNE of Port-Olry, Vanuatu",6.3,149.0,167.2426,-14.6255,forte
2024-06-23 17:16:17.185,"12 km SE of Llano de la Puerta, Mexico",5.3,15.036,-99.4449,16.6693,leve
2024-06-23 14:27:09.391,"21 km S of Hualien City, Taiwan",5.0,24.293,121.6388,23.7895,leve
2024-06-23 09:08:52.583,Fiji region,5.0,10.0,-176.6228,-17.3413,leve
2024-06-23 07:45:39.587,"42 km NE of Yelizovo, Russia",5.2,125.034,158.754,53.5035,leve
2024-06-23 03:57:58.918,"20 km NE of Yaguaraparo, Venezuela",6.0,77.0,-62.6868,10.6921,forte
2024-06-22 20:46:45.321,"13 km SW of Atiquipa, Peru",5.2,23.656,-74.4656,-15.8742,leve
2024-06-22 00:41:54.636,"67 km ENE of Gigmoto, Philippines",5.1,10.0,124.9953,13.937,leve
2024-06-22 00:34:09.959,"172 km NE of Neiafu, Tonga",5.2,10.0,-172.8417,-17.5345,leve
2024-06-21 20:53:09.775,central Mid-Atlantic Ridge,5.5,10.0,-26.1428,0.769,leve
2024-06-21 19:14:25.452,"278 km WSW of Sigatoka, Fiji",5.0,14.602,175.2107,-19.3856,leve
2024-06-21 00:11:17.451,"133 km SW of Abepura, Indonesia",5.0,77.081,139.8835,-3.5436,leve
2024-06-20 11:36:08.905,"111 km WNW of Tumxuk, China",5.0,10.0,77.7976,40.1118,leve
2024-06-19 10:08:00.224,South Sandwich Islands region,5.3,8.925,-25.4515,-56.6485,leve
2024-06-18 21:42:34.214,"82 km NNW of Isangel, Vanuatu",5.0,103.665,168.8633,-18.908,leve
2024-06-18 09:51:26.444,Kermadec Islands region,5.1,46.563,-178.4793,-31.7154,leve
2024-06-18 06:40:41.318,"68 km SSE of Hihifo, Tonga",5.8,87.0,-173.5952,-16.5443,leve
2024-06-18 02:22:10.098,"53 km SSW of Alianza Cristiana, Peru",5.5,106.228,-76.671,-3.8928,leve
2024-06-18 01:10:10.098,"184 km SW of Cuyutlán, Mexico",5.0,10.0,-105.0575,17.5494,leve
2024-06-17 20:49:59.090,"50 km E of Kainantu, Papua New Guinea",5.2,107.384,146.3118,-6.3624,leve
2024-06-17 14:09:45.151,"93 km SSE of Lata, Solomon Islands",5.6,57.0,166.2329,-11.4519,leve
2024-06-17 14:05:10.679,"133 km ESE of Neiafu, Tonga",5.6,7.0,-172.7677,-19.0015,leve
2024-06-17 08:40:32.966,"186 km SE of Lorengau, Papua New Guinea",5.3,10.0,148.546,-3.1288,leve
2024-06-16 14:47:33.155,"10 km SW of Atiquipa, Peru",6.0,27.0,-74.4353,-15.8557,forte
2024-06-16 00:27:56.629,west of Macquarie Island,6.0,7.727,154.3353,-60.9499,forte
2024-06-15 18:38:03.676,Mid-Indian Ridge,5.5,10.0,78.1155,-40.5687,leve
2024-06-15 17:50:48.944,South Sandwich Islands region,5.4,82.189,-28.2852,-55.8444,leve
2024-06-15 13:08:14.671,"180 km NNW of Tobelo, Indonesia",5.6,45.789,127.2673,3.1837,leve
2024-06-14 15:38:02.316,western Indian-Antarctic Ridge,5.0,10.0,139.4703,-51.5353,leve
2024-06-14 15:30:53.898,western Indian-Antarctic Ridge,5.2,10.0,139.3475,-51.4579,leve
2024-06-14 09:51:55.823,southern Mid-Atlantic Ridge,5.9,10.0,-13.3185,-31.1899,leve
2024-06-14 09:50:57.874,southern Mid-Atlantic Ridge,5.0,10.0,-13.3419,-31.1918,leve
2024-06-14 09:29:31.960,southern Mid-Atlantic Ridge,5.4,10.0,-13.577,-31.1665,leve
2024-06-14 09:28:11.194,southern Mid-Atlantic Ridge,5.3,10.0,-13.4498,-31.2116,leve
